,Name,Category,Image,Well_Known_Movie,Bio
3196,Bhupesh Guha,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Science Fiction Theatre,"Bhupesh Guha was born on June 7, 1902 in Bajrajogini, De Dacca, India as Bhupesh Chandra Guha"
3197,S.K. Subash,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Baaz,
3198,Biren Routrai,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Pua Moro Kala Thakura,"Biren Routrai was born on September 27, 1939 in Cuttack, Odisha, India as Birendra Narayan Routray"
3199,Pamela Gale,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Breakaway Girls,"Pamela Gale was born in Calcutta, West Bengal, British India"
3200,Yogesh Dattatraya Gosavi,Writer,"https://m.media-amazon.com/images/M/MV5BZWQ0NjliNTgtZjU3OC00NGRhLWI4YjktOGI0ZGRhMjBiNmI1XkEyXkFqcGdeQXVyMTE5NTQ4ODI@._V1_UY209_CR75,0,140,209_AL_.jpg",Pratisaad: The Response,"Having started acting at the young age of 11, film director, actor, editor and screenwriter who is best known for his contribution to the Marathi film industry"
3201,Raina McKeon,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Far East,Raina McKeon was born in 1956 in India
3202,Nidhi Purohit Joshi,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,I Wish,"Nidhi is an independent film maker and writer based in Ahmedabad, Gujarat, India"
3203,P. Neelakantan,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kavalkaran,
3204,Sarat Pujari,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Tapasya,"Sarat Pujari was born on August 8, 1934 in Nayagarh, Odisha, British India"
3205,R. Nagendra Rao,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Preme Daivam,R
3206,Subba Rao B.A.,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Palletoori Pilla,Was awarded the prestigious Raghupathy Venkaiah award by the State Government of Andhra Pradesh for his outstanding contribution to telugu cinema in 1982
3207,Jayasree Sen,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sabar Uparey,"Jayasree Sen was born on February 25, 1937 in Dacca, East Bengal, British India"
3208,Tushar Gandhi,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Hey Ram,"Tushar Gandhi was born on January 16, 1960 in India as Tushar Arun Gandhi"
3209,Lakshmi Prabha,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dharmadevata,"Lakshmi Prabha was born on December 4, 1927 in Warangal, India"
3210,Mala Sen,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bandit Queen,
3211,Nemai Ghosh,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Chinnamul,
3212,Yeshwant Pethkar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Apradhi,
3213,C.R. Krishnan,Producer,"https://m.media-amazon.com/images/M/MV5BMTQwOTg3ODU5Nl5BMl5BanBnXkFtZTcwODQ2Nzg4Ng@@._V1_UY209_CR115,0,140,209_AL_.jpg",Kaleidoscope for Anjali,"CRK was born in Kerala, India and has lived in UK for many years"
3214,Charu Sharma,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ambassador of Socialism,"Charu Sharma, a filmmaker (producer-director) and writer based out of Mumbai"
3215,Ashish Balraj Sharma,Art Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Rage,Ashish Balraj Sharma is an Indian filmmaker known for his debut directorial short film '
3216,Amar Pal,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Heerak Rajar Deshe,"Amar Pal was born on May 19, 1922 in Brahmanbaria, British India"
3217,Balaichand Mukherjee,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Arjun Pandit,Elder brother of Late Arabinda Mukhopadhyay
3218,Alfred Prasad,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ramsay's Kitchen Nightmares,"Alfred Prasad was born in Wardha, Maharashtra, India"
3219,Ann Codrington,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Alice's Adventures in Wonderland and Through the Looking-Glass,"Sister to Kenneth de Burgh Codrington, renowned archaeologist and art historian, widely present in the Victoria and Albert museum"
3220,Iris Baker,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,BBC Sunday-Night Theatre,"Iris Baker was born on May 23, 1899 in Assam, India as Iris Ada Stuart Baker"
3221,Sridhar Dasari,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Impact: Stories of Survival,"Sridhar Dasari was born on May 7, 1966 in India"
3222,Yusuf Pathan,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Victory,"Yusuf Pathan was born on November 17, 1982 in Baroda, Gujarat, India"
3223,Sandra O'Neill,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Folio,"Sandra O'Neill was born on July 22, 1941 in Calcutta, India as Sandra Yvonne O'Neill"
3224,Anil Saxena,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Roop Ki Rani Choron Ka Raja,"Anil Saxena was born in 1951 in Jhansi, Uttar Pradesh, India"
3225,Harishchandra Sakharam Bhatavdekar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Wrestlers,
3226,Gogia Pasha,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dilruba,"Gogia Pasha was born in 1910 in Dehra Dun, Uttarkhand, India"
3227,Ved Bandhu,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Annie Hall,"Ved Bandhu was born on May 14, 1938 in India"
3228,Dinshaw Bilimoria,Sound Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bandini,D
3229,Roop,Editor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Tum Jaan Ho Meri,"Roop was born on May 28, 1991 in Kolkata, West Bengal, India as Shoumyoroop Ghoshal"
3230,Anil Kumble,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Meerabai Not Out,"Anil Kumble was born on October 17, 1970 in Bangalore, Mysore State, India"
3231,R.A. Butler,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Reputations,R
3232,Kanika Bandyopadhyay,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Nimantran,
3233,Ashish Ranjan,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dissonance,"Ashish Ranjan is an Indian film director, screenwriter, and producer, who is known for making idiosyncratic films within the independent mainstream"
3234,Tal Ordell,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Kid Stakes,"Tal Ordell was born in 1880 in Calcutta, India as William Ordell Raymond Buntine"
3235,Sanjay Paraswani,Editorial Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ek Villain,"Sanjay Paraswani was born on July 31, 1981 in Nagpur, Maharashtra, India"
3236,Satyahari Mondal,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Red Oliender's Roktokorobi,Actor Satyahari Mondal is primarily known for his work in Bengali theater and cinema
3237,Salahuddin,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Rupban,"Salahuddin, a successful film maker of the early era of Bangladeshi Film Industry, was born on March 30, 1926 in Noakhali, East Bengal, British India"
3238,Riyad Vinci Wadia,Director,"https://m.media-amazon.com/images/M/MV5BMTM0MTQ2ODIxMl5BMl5BanBnXkFtZTYwNDMzOTAz._V1_UY209_CR34,0,140,209_AL_.jpg",Fearless: The Hunterwali Story,Grandson of Late J
3239,Kiran Nagarkar,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Split Wide Open,"Kiran Nagarkar was born on April 2, 1942 in Mumbai, India"
3240,Tony D'souza,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Blank,
3241,Lorna Tarbat,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Headline,"Lorna Tarbat was born in 1916 in Kolkata, India as Lorna Kate Tarbat"
3242,D.N. Madhok,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Naata,Son Dr
3243,Sahil Sharma,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Son,"Sahil Sharma is an actor, born in New Delhi, India"
3244,Nirad N. Mahapatra,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Maya Miriga,Nirad N
3245,Nasser Hussain,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sky Sports Cricket,"Nasser Hussain was born on March 28, 1968 in Madras, India"
3246,Muthu Stalin,Visual Effects,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,3 Idiots,
3247,Habibur Rehman,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ayaz,"Habibur Rehman was born in 1931 in Patiala, Punjab, British India"
3248,Nicky Maxwell,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Friday Night Project,"Nicky Maxwell was born on June 3, 1979 in Mumbai, India"
3249,Kevin Antony,Visual Effects,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Fast & Furious Presents: Hobbs & Shaw,"Kevin Leo Antony was born on January 17, 1995 in Madurai and moved to Coimbatore, Tamil Nadu, India when he was 2 months old"
3250,Narayana Swamy Moola,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Swargaseema,
3251,T.P. Rajalakshmi,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kalidas,T
3252,Dipika Pallikal,Self,"https://m.media-amazon.com/images/M/MV5BNGQxYzU4ZmItMzY1Mi00NWIzLWFiNzQtYzEwNDY2ZjA0YjIzXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Commonwealth Games,"Dipika Pallikal was born on September 21, 1991 in Chennai, Tamil Nadu, India"
3253,Aribam Syam Sharma,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Imagi Ningthem,"Aribam Syam Sharma was born on February 2, 1939 in Imphal, Manipur, India"
3254,Nitin Kapoor,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kalikaalam,"He produced several of his wife Jayasudha's films, including a Telugu comedy, ""Hands Up"" (2000)"
3255,Bimal Kar,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Balika Badhu,
3256,Ann Walford,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,ITV Television Playhouse,"Ann Walford was born on August 22, 1928 in Calcutta, India"
3257,Victor Anant,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Modern India,"Victor Anant was born on June 9, 1929 in Kerala, India as Venkata Victor Anant"
3258,Dhirendranath Ganguly,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Flames of Flesh,"Dhirendranath Ganguly was born on March 26, 1893 in Calcutta, Bengal Presidency, British India"
3259,Nachiketa Chakraborty,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Chalo Let's Go,
3260,Sri K. Pattabhi Jois,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Enlighten Up!,Sri K
3261,Munaf Husain,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Camila: a Fable,"Munaf Husain was born and raised in Bombay, India"
3262,Master Venu,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Batasari,Father of actor Bhanuchander
3263,Alla Rakha,Soundtrack,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,George Harrison: Living in the Material World,"Alla Rakha was born on April 29, 1919 in Paghwal, Jammu and Kashmir, British India as Alla Rakha Qureshi"
3264,Pervez Musharraf,Self,"https://m.media-amazon.com/images/M/MV5BZDVhMzQ0YWQtZTAwMC00YTU2LWE1NmItY2EwZTk3OGVlZmRjXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY209_CR104,0,140,209_AL_.jpg",Miroporyadok,"Pervez Musharraf was born on August 11, 1943 in Delhi, British India"
3265,C. Narayana Reddy,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Buddimantudu,
3266,Bhanu Prakash,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Agent 123,"Bhanu Prakash was born in 1933 in Nalgonda, Andhra Pradesh, India"
3267,George C. Hull,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Forlorn River,
3268,S.F. Hasnain,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dil,
3269,Sonia Orwell,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Wednesday Play,"Sonia Orwell was born in 1918 in Kolkata, West Bengal, India as Sonia Mary Brownell"
3270,Khanjan Kishore Nath,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Chor: The Bicycle,Khanjan Kishore Nath is a new generation filmmaker from India
3271,Acharya Athreya,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Vagdanam,"Acharya Athreya was born on May 7, 1921 in Sullurupeta, Andhra Pradesh, India as Venkata Narasimha Charyulu Kilambi"
3272,Gssp Kalyan,Director,"https://m.media-amazon.com/images/M/MV5BODUxZmI5MjQtNmU2NC00MWFiLThhY2EtNzE5OTViZTI1YTg4XkEyXkFqcGdeQXVyMzQ1NjE4Nzc@._V1_UY209_CR34,0,140,209_AL_.jpg",Antham,
3273,Hariman Dhanjal,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Romil and Jugal,"Hariman Dhanjal was born on December 19, 1993 in Mumbai, Maharashtra, India"
3274,Sandeep Acharya,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Do Dilon Ke Khel Mein,"Sandeep Acharya was born on February 8, 1984 in Bikaner, India"
3275,Gayathri Mudigonda,Actress,"https://m.media-amazon.com/images/M/MV5BODgzMTU0NDQtYzM0NC00NDRkLWE2ZTMtZjdhOWM0NzEzYTFhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR1,0,140,209_AL_.jpg",Bombay Dreams,"Gayathri Mudigonda was born in Guntur, Andhra Pradesh, India"
3276,Arabinda Muduli,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Prema Sabuthu Balaban,"Arabinda Muduli was born in the village of khanati in Khordha Dist in the state of Odisha, India"
3277,Akash,Assistant Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mitti,"Akash was born on January 10, 1988 in Mumbai, India as Akash Ajmera"
3278,Usha Ganguly,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Paar,"Usha Ganguly was born in 1945 in Kanpur, India"
3279,Shubhangi Joshi,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jigar,"Shubhangi Joshi was born in 1946 in Bombay, British India"
3280,T.K. Ramamoorthy,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Aananda Jothi,
3281,R.K. Laxman,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Wagle Ki Duniya,"He was one of India's most eminent cartoonists, the creator of the iconic cartoon character ""The Common Man"", always clad in a distinctive checked shirt and dhoti"
